Name	Type	Latitude	Longitude	City	Country	
wyrm interactive studios ltd	arcade	55.8525772095	-4.2658047676		united kingdom	
kfc	fried chicken joint	55.8528366851	-4.2658445318		united kingdom	
rickys  alexs flat	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
m  s (glasgow)	donut shop	55.8528341958	-4.2659163691		united kingdom	
220 wallace street	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
andy  kelvans flat...	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
subway	salad place	55.8528486921	-4.2659692628		united kingdom	
zoes dungeon	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
flatnet	home (private)	55.8562446748	-4.2729701742		united kingdom	
the manor		55.853129	-4.266763		united kingdom	
tradeston	other great outdoors	55.8532877071	-4.2647981644	tradeston	united kingdom	
cafe kase	indian restaurant	55.853338	-4.264509		united kingdom	
karahi palace	indian restaurant	55.8530094092	-4.2613287022	tradeston	united kingdom	
the castle barfishermans bar		55.85269	-4.260409	glasgow	united kingdom	
the laurieston bar	bar	55.8532407797	-4.2590424161	glasgow	united kingdom	
budget car hire	rental car location	55.853066198	-4.2593731292		united kingdom	
kervan palace	turkish restaurant	55.8531723022	-4.2589921951		united kingdom	
lord nelson	bar	55.853335297	-4.2595820142	glasgow	united kingdom	
glasgow orthodontics		55.8529965197	-4.2594991945		united kingdom	
area 51		55.8525838335	-4.2596280479	glasgow	united kingdom	
the waterfront	bar	55.8533474273	-4.258871759		united kingdom	
fuschia	salon  barbershop	55.85263	-4.25891	glasgow	united kingdom	
cincinnati club	nightclub	55.852761	-4.25889	glasgow	united kingdom	
tmnm office		55.853325	-4.258813	glasgow	united kingdom	
bridge street subway	subway	55.85271	-4.25786		united kingdom	
habib bank uk	bank	55.852955	-4.258543	glasgow	united kingdom	
arc studios	music venue	55.853228	-4.258648	glasgow	united kingdom	
avenu cafe	caf?	55.8527458568	-4.2585633731	glasgow	united kingdom	
the lunch box		55.852576	-4.258334	glasgow	united kingdom	
deaf connections		55.852558	-4.256672	glasgow	united kingdom	
make it glasgow	caf?	55.852935	-4.25274	merchant city	united kingdom	
glasgow islamic centre	mosque	55.8531025542	-4.2512765055	glasgow	united kingdom	
albert bridge	bridge	55.8526541618	-4.2473316193	glasgow	united kingdom	
glasgow world highland games	athletics  sports	55.8527	-4.2433	glasgow	united kingdom	
world pipe band championships	music venue	55.852753	-4.241162		united kingdom	
sacrilege  glasgow green	art gallery	55.8528846668	-4.2405779243		united kingdom	
neon gecko	pet store	55.85327396	-4.24087441		united kingdom	
gowrie care		55.8531242609	-4.2374718189	glasgow	united kingdom	
desirable designer gear	clothing store	55.8532447566	-4.2365308		united kingdom	
myhome	home (private)	55.8572624224	-4.2435447177		united kingdom	
thenew housing association	office	55.852731	-4.232353	glasgow	united kingdom	
emerald isle	pub	55.8531885841	-4.2310419206	glasgow	united kingdom	
duke wynd	residential building (apartment  condo)	55.85269	-4.22997		united kingdom	
yellow bird cafe	fish  chips shop	55.8534563296	-4.2808485031	glasgow	united kingdom	
rutland crescent	road	55.8540344583	-4.2814600468	glasgow	united kingdom	
euro asia	convenience store	55.8536665749	-4.2796840576	glasgow	united kingdom	
buchannans	grocery store	55.853706	-4.279803	glasgow	united kingdom	
gilbride pharmacy	drugstore  pharmacy	55.8536023682	-4.2804595828	glasgow	united kingdom	
tasty bite	indian restaurant	55.8537146344	-4.2791968088	glasgow	united kingdom	
la fiorentina	italian restaurant	55.8537694838	-4.2791479826	glasgow	united kingdom	
paisley road toll	other great outdoors	55.8537694838	-4.2790460587	glasgow	united kingdom	
grand ole opry	other nightlife	55.853853794	-4.2785310745	glasgow	united kingdom	
istanbul	turkish restaurant	55.853844	-4.279355	glasgow	united kingdom	
the old toll bar	bar	55.8535385132	-4.2789816856		united kingdom	
q-wok	chinese restaurant	55.853749	-4.279235	glasgow	united kingdom	
old toll cafe	caf?	55.8536376953	-4.2794017792		united kingdom	
tesco express	grocery store	55.853612907	-4.2778551579	glasgow	united kingdom	
kinning park	neighborhood	55.8536610845	-4.2782735825	kinning park	united kingdom	
merchants quay	bar	55.853729	-4.278435	glasgow	united kingdom	
mr india	indian restaurant	55.853702	-4.277687		united kingdom	
the angel bar	bar	55.853666	-4.278321	glasgow	united kingdom	
gills off sales	liquor store	55.85368604	-4.27823105	glasgow	united kingdom	
re-elect nicola sturgeon campaign hq		55.853633	-4.27803	glasgow	united kingdom	
ibis budget	hotel	55.853924088	-4.2757587817		united kingdom	
ben  jerrys odeon glasgow quay	ice cream shop	55.8536972176	-4.2758059502	glasgow	united kingdom	
etap hotel	hotel	55.854047	-4.275433	glasgow	united kingdom	
ebis budget hotel	hotel	55.854272527	-4.2747065173		united kingdom	
hilti center glasgow	hardware store	55.8535327983	-4.2746444524	glasgow	united kingdom	
crocket the ironmonger	hardware store	55.8536720276	-4.2736206055	falkirk	united kingdom	
harry ramsdens	fast food restaurant	55.8535647294	-4.2720937729	glasgow	united kingdom	
firstglasgow no 9	bus line	55.85399938	-4.27224186		united kingdom	
number 9 bus to paisley	moving target	55.853871	-4.270656		united kingdom	
glow carwash	car wash	55.8540705911	-4.2713212967	glasgow	united kingdom	
casa de la dave  jimjams	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
co-op building	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
dougans den	home (private)	55.8562446748	-4.2729701742		united kingdom	
sandys	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
95 morrison street	home (private)	55.8562446748	-4.2729701742		united kingdom	
fortress of solitude	home (private)	55.8562446748	-4.2729701742		united kingdom	
my flat	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
the bone palace	residential building (apartment  condo)	55.853646	-4.269022	glasgow	united kingdom	
53 morrison street	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
the flat	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
mirch masala and grill	indian restaurant	55.8537782505	-4.2660824871	glasgow	united kingdom	
taxi		55.8539293009	-4.2665308006		united kingdom	
siobhan fabi  adams flat	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
lexus glasgow	automotive shop	55.853498	-4.265661	glasgow	united kingdom	
bonnypack	miscellaneous shop	55.8536972176	-4.2647767067	glasgow	united kingdom	
karim fish n chips	fish  chips shop	55.854011619	-4.2646100779		united kingdom	
the village	indian restaurant	55.8533930963	-4.2641061544		united kingdom	
village curry house		55.85344	-4.264168	glasgow	united kingdom	
grain store studios	building	55.853737	-4.263547		united kingdom	
a.b.s wholesale	miscellaneous shop	55.854227	-4.264042	glasgow	united kingdom	
river palace banqueting hall	event space	55.85396	-4.262903	glasgow	united kingdom	
hamish allan centre	medical center	55.853404	-4.263412	glasgow	united kingdom	
glasvegas cafe glasgow	caf?	55.8539498021	-4.2621513265		united kingdom	
boulevard self drive	automotive shop	55.8540441372	-4.2601725582		united kingdom	
priceless computing (south)	electronics store	55.8534563296	-4.2600774765	glasgow	united kingdom	
rythm base	music store	55.854193	-4.259882		united kingdom	
firstglasgow no 56	bus line	55.85358	-4.259746	glasgow	united kingdom	
nur	middle eastern restaurant	55.8538841949	-4.2584931642	glasgow	united kingdom	
casa da hay	home (private)	55.8567544809	-4.2582560533		united kingdom	
spar	mall	55.85388	-4.257977	glasgow	united kingdom	
the sou western	bar	55.853644	-4.258594		united kingdom	
78 kingarth street	residential building (apartment  condo)	55.8541135673	-4.2578602924		united kingdom	
cumbrae house	office	55.854011	-4.2581		united kingdom	
ruffs home	home (private)	55.8567544809	-4.2582560533		united kingdom	
house of the callum	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
oxford court	home (private)	55.8567544809	-4.2582560533		united kingdom	
enterprise rent-a-car	rental car location	55.853659	-4.258016		united kingdom	
nicolas flat	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
carlton studios	music venue	55.8539486335	-4.2553817726	glasgow	united kingdom	
glasgow sheriff court	building	55.853550635	-4.2541781591		united kingdom	
courtroom cafe	caf?	55.853479	-4.254305		united kingdom	
glasgow district court	courthouse	55.853487	-4.253075	glasgow	united kingdom	
river clyde	river	55.8538778827	-4.2518377304	glasgow	united kingdom	
joops flat	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
victoria bridge	bridge	55.8536851733	-4.2513227463	glasgow	united kingdom	
the mortuarty	police station	55.854118	-4.2504842778	glasgow	united kingdom	
high court of justiciary	courthouse	55.854232	-4.247163		united kingdom	
high court	courthouse	55.8542151218	-4.2469024658	glasgow	united kingdom	
sorcha dallas	art gallery	55.854216	-4.247083	glasgow	united kingdom	
archangel tattoo	tattoo parlor	55.854139	-4.247144	glasgow	united kingdom	
the old shipbank vaults	pub	55.8539322221	-4.2457703967	glasgow	united kingdom	
mclennan arch	monument  landmark	55.85346054	-4.24588841	glasgow	united kingdom	
home sweet home	home (private)	55.8572624224	-4.2435447177		united kingdom	
balitobay		55.85388	-4.24562		united kingdom	
the whistlin kirk	pub	55.854209	-4.245558	glasgow	united kingdom	
chez gibson	home (private)	55.8572624224	-4.2435447177		united kingdom	
mumfords gate	park	55.853839	-4.244683		united kingdom	
homes for the future	building	55.8534564088	-4.2430018335	glasgow	united kingdom	
home	home (private)	55.8572624224	-4.2435447177		united kingdom	
foggy dew	bar	55.854229	-4.238494		united kingdom	
bus stop 60901487	bus line	55.8537569451	-4.2371105715		united kingdom	
stefanos	caf?	55.853791	-4.237332		united kingdom	
no.4 blackfriars road	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
my home	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
grans house	home (private)	55.8577685002	-4.2288361699		united kingdom	
grans	home (private)	55.8577685002	-4.2288361699	glasgow	united kingdom	
jens bit	home (private)	55.8577685002	-4.2288361699	glasgow	united kingdom	
epilepsy scotland		55.85432	-4.284215	glasgow	united kingdom	
topstaff	office	55.854414	-4.282464		united kingdom	
govan road	road	55.8550822947	-4.2826080322	glasgow	united kingdom	
pickwell palace )	home (private)	55.855733003	-4.2876870782	glasgow	united kingdom	
wattysville	home (private)	55.855733003	-4.2876870782	glasgow	united kingdom	
rutland place	road	55.854713	-4.282517	glasgow	united kingdom	
the bear cave	home (private)	55.855733003	-4.2876870782	glasgow	united kingdom	
tommys hoose	home (private)	55.855733003	-4.2876870782	glasgow	united kingdom	
rutland surgery	doctors office	55.8544323872	-4.2803781198	kinning park	united kingdom	
a.s.neills wholesale	professional  other places	55.854433	-4.279583	glasgow	united kingdom	
odeon	movie theater	55.8546005344	-4.2761707306	glasgow	united kingdom	
nandos	portuguese restaurant	55.8551244484	-4.2757630348	glasgow	united kingdom	
amf bowling	bowling alley	55.8544921375	-4.2750549316	glasgow	united kingdom	
alea	casino	55.8549377672	-4.2751407623	glasgow	united kingdom	
ashoka	indian restaurant	55.8550447226	-4.275765		united kingdom	
papa tonys	italian restaurant	55.8549624182	-4.2753325061		united kingdom	
panda	chinese restaurant	55.8550787779	-4.2758981923	glasgow	united kingdom	
costa coffee	coffee shop	55.855013	-4.275633	glasgow	united kingdom	
chiquito	mexican restaurant	55.8550702508	-4.2744326591	glasgow	united kingdom	
burger king	fast food restaurant	55.854359652	-4.273853302	glasgow	united kingdom	
springfield quay	general entertainment	55.8546727988	-4.2733168602	glasgow	united kingdom	
springfield quay (harvester)	gastropub	55.855095543	-4.2731559277	glasgow	united kingdom	
mecca bingo (glasow quay)	general entertainment	55.8545703143	-4.2730178426	glasgow	united kingdom	
la cherie - house of beautyp	salon  barbershop	55.8551663903	-4.2727497807	glasgow	united kingdom	
harper memorial baptist church	church	55.8551890694	-4.2731941626		united kingdom	
frankie  bennys	american restaurant	55.8549377672	-4.2716646194	glasgow	united kingdom	
mum n dads	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
kieran and jamies manpad	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
hameeeee )	home (private)	55.8567544809	-4.2582560533		united kingdom	
rbs cadogan street	office	55.8548623	-4.2649155	glasgow	united kingdom	
home	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
city mechanics	gas station  garage	55.8543939834	-4.2614630358	glasgow	united kingdom	
remnant kings	furniture  home store	55.8547308766	-4.2604055215		united kingdom	
car care centre	automotive shop	55.8549511648	-4.2604265945	glasgow	united kingdom	
crossfit glasgow	gym	55.8543980061	-4.2598493305	glasgow	united kingdom	
babylon cafe	restaurant	55.8547886282	-4.2588928637	glasgow	united kingdom	
little-persia persian  oriental rugs	furniture  home store	55.8545282698	-4.2597126961	glasgow	united kingdom	
spice garden	indian restaurant	55.8549204547	-4.2595667701		united kingdom	
babylon supermarket	grocery store	55.8544989217	-4.2598509749		united kingdom	
yokoso	japanese restaurant	55.854324	-4.259474		united kingdom	
rhythm base	music store	55.8544877919	-4.2598177526		united kingdom	
love-rugs	furniture  home store	55.8545644021	-4.2597556114	glasgow	united kingdom	
carlton place	road	55.8549554789	-4.2577053355		united kingdom	
my nest	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
the auctioneer	bar	55.854801178	-4.256708622		united kingdom	
auto city	car dealership	55.8546742868	-4.2569439028		united kingdom	
kirsty and jennas flat	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
1530 bus to edinburgh		55.854549	-4.25708	glasgow	united kingdom	
south portland st suspension bridge	bridge	55.8549738991	-4.2556357384	glasgow	united kingdom	
the prince  princess of wales hospice	office	55.8543771119	-4.2555945494	glasgow	united kingdom	
29 cadogan street glasgow	building	55.854646	-4.2546439		united kingdom	
epic boating flat	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
the brazen head	sports bar	55.8551488169	-4.2518074815		united kingdom	
windsorflat	home (private)	55.8567544809	-4.2582560533		united kingdom	
westering winds	bar	55.8543192	-4.2511688		united kingdom	
